Event	ID	Name			Wwise Object Path	Notes
	29030485	Menu_Highlight			\Default Work Unit\Menu_Highlight	
	476098351	Sword_Swing			\Default Work Unit\Sword_Swing	
	566396871	Item_Pickup			\Default Work Unit\Item_Pickup	
	682605002	Enemy_Melee			\Default Work Unit\Enemy_Melee	
	871813740	PLayer_Hit			\Default Work Unit\PLayer_Hit	
	1010055213	Enemy_Hit			\Default Work Unit\Enemy_Hit	
	1139050097	Pistol_Fire_player			\Default Work Unit\Pistol_Fire_player	
	1205999388	Enemy_Death			\Default Work Unit\Enemy_Death	
	1251284340	Step_Right			\Default Work Unit\Step_Right	
	1642370243	Bonus_Menu_Open			\Default Work Unit\Bonus_Menu_Open	
	1941595306	Object_Hit			\Default Work Unit\Object_Hit	
	1942692385	Dash			\Default Work Unit\Dash	
	2567782419	LevelMusic1			\Default Work Unit\LevelMusic1	
	2728948375	Chest_Open			\Default Work Unit\Chest_Open	
	3083087645	Player_Death			\Default Work Unit\Player_Death	
	3217092839	Enemy_Footsteps			\Default Work Unit\Enemy_Footsteps	
	3658882689	Step_Left			\Default Work Unit\Step_Left	
	3731941266	Health_Pickup			\Default Work Unit\Health_Pickup	
	3900238497	Bonus_Menu_Close			\Default Work Unit\Bonus_Menu_Close	
	3982195600	Shotgun_Fire			\Default Work Unit\Shotgun_Fire	
	4203375351	Menu_Select			\Default Work Unit\Menu_Select	
	4240339038	Enemy_Fire			\Default Work Unit\Enemy_Fire	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	51320770	Enemy_Death	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Enemy_Death_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy_Death		156300
	54274961	Item_Pickup	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Item_Pickup_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item_Pickup		359748
	84875850	Health_Pickup	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Health_Pickup_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Health_Pickup		205612
	131759509	Enemy_Hit	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Enemy_Hit_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy_Hit		69356
	193276810	Step_Right	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Footstep_Right_V2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Step_Right		77164
	221262295	Dash	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Dash_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dash		205612
	224079697	Shotgun_Fire	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Shotgun_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Shotgun_Fire		321212
	242722595	LevelMusic1	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\LevelMusicV1_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\LevelMusic1		31914928
	272283673	Player_Death	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Player_Death_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player_Death		148928
	363797098	Bonus_Menu_Close	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Bonus_Menu_Close_V2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Bonus_Menu_Close		411128
	381510756	Chest_Open	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Chest_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Chest_Open		231300
	417615081	Pistol_Fire	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\GunshotV2_08509CE5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Pistol_Fire		207388
	425455040	Enemy_Footsteps	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Enemy_Footsteps_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy_Footsteps		154232
	441194565	Sword_Swing	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Sword_SwingV2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sword_Swing		128544
	532593984	Bonus_Menu_Open	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Bonus_Menu_Open_V2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Bonus_Menu_Open		411128
	560887846	Enemy_Fire	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Enemy_Fire_71ECE147.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy_Fire		213704
	614104257	Player_Hit	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Player_Hit_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player_Hit		30182
	642949524	Menu_Highlight	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Menu_Highlight_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu_Highlight		51476
	671603960	Step_Left	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Footstep_Left_V2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Step_Left		77164
	728728414	Menu_Select	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Menu_Select_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu_Select		77164
	748818982	Object_Hit	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Object_Impact_Laser_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Object_Hit		321212
	1025053563	Enemy_Melee	C:\Users\lilbh\OneDrive\Documents\GitHub\Riftseekers\Riftseekers_WwiseProject\.cache\Windows\SFX\Enemy_Melee_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy_Melee		102856

